500     18956.3
1000    18667.1
1500    17987.3
2000    16909.7
2500    16009.6
3000    15222.4
3500    15155.9
4000    14831.5
4500    14375.9
5000    14190.6
5500    13745.2
6000    13714
6500    13021
7000    12752.6
7500    12700.5
8000    12648.4
8500    12575.4
9000    12509.4
9500    12492.6
